X Targetposition, Y Targetposition,Z Targetposition,X Targetrotation,Y Targetrotation,Z Targetrotation,X Rotation,Y Rotation,Z Rotation,X position,Y position,Z position,FramesFromStart,TimeFromStart,VIMS Scale,VIMS Count,ISwait
146.3299,-5.133984,422.1321,-0.1440483,-0.07989091,-0.01099575,0.02742761,0.9984053,-0.03900339,145.3357,-2.042928,427.9991,4348,104.6104,0,3,False
147.7993,-5.528338,419.266,-0.1713166,-0.2059196,-0.03659011,0.05286454,0.9884361,-0.0457405,145.3913,-2.044975,424.547,4362,104.9404,0,3,False
147.8974,-5.797776,416.1984,-0.1913535,-0.2223663,-0.04454744,0.08551308,0.9672542,-0.07296786,145.398,-2.053152,421.314,4376,105.2704,0,3,False
147.3124,-5.938452,412.8165,-0.2041803,-0.1791161,-0.03808202,0.0710557,0.9680643,-0.0889542,145.3641,-2.054517,418.1045,4389,105.6004,0,3,False
146.2154,-5.939095,409.1998,-0.2067885,-0.09352668,-0.02000211,0.07839548,0.9736688,-0.1101166,145.3074,-2.057363,414.7935,4403,105.9304,0,3,False
144.8131,-5.810994,405.769,-0.1975072,0.01430445,0.002454492,0.05371398,0.988049,-0.1108589,145.2372,-2.054973,411.5258,4416,106.2604,0,3,False
143.1841,-5.535934,402.4252,-0.1740614,0.1384578,0.02449667,0.03607031,0.9922506,-0.113427,145.1483,-2.05443,408.049,4429,106.5904,0,3,False
141.8615,-5.187601,399.7463,-0.1441308,0.2404924,0.03622817,0.003210268,0.9825417,-0.1116951,145.0674,-2.054373,404.9849,4441,106.9204,0,3,False
140.7167,-4.707227,396.8573,-0.1051907,0.3312462,0.03758384,-0.01977181,0.9687116,-0.08655199,144.9863,-2.051328,401.5467,4454,107.2504,0,3,False
147.144,-4.173575,395.3228,-0.07099396,0.0781903,0.005872007,-0.009898379,0.9969803,-0.06312297,148.532,-2.046963,401.657,4467,107.5804,0,3,False
152.5837,-3.628376,395.2384,-0.03015083,-0.09397066,-0.00253082,-0.01647961,0.9759116,-0.02484544,151.7312,-2.040091,401.7373,4480,107.9104,0,3,False
157.7661,-3.076064,395.8316,0.01058675,-0.2431671,0.003438221,-0.0271895,0.9382043,0.001173705,155.012,-2.035013,401.7692,4494,108.2404,0,3,False
162.5266,-2.524936,396.9198,0.04809619,-0.3787388,0.02091105,-0.04616705,0.8982881,0.02851613,158.2473,-2.029923,401.7644,4508,108.5704,0,3,False
167.2012,-1.898364,398.5802,0.08483406,-0.517997,0.05250194,-0.05853466,0.8394613,0.04378982,161.7528,-2.026782,401.7354,4524,108.9004,0,3,False
170.9615,-1.311694,400.4135,0.1107077,-0.6368613,0.093188,-0.05366527,0.7382351,0.06470501,165.0241,-2.024645,401.7092,4539,109.2304,0,3,False
174.0044,-0.8040681,402.1566,0.123103,-0.7335472,0.1372175,-0.06040046,0.6568605,0.07965767,168.1763,-2.023501,401.6722,4554,109.5604,0,3,False
175.0805,-0.3906286,399.1899,0.1573284,-0.6763389,0.1499353,-0.06831299,0.7130762,0.09608289,169.4558,-2.021249,399.507,4569,109.8904,0,3,False
174.4413,-0.1339505,394.4359,0.1923232,-0.5755568,0.1405511,-0.08547658,0.8038062,0.1310646,169.1988,-2.017407,396.0889,4584,110.2204,0,3,False
173.7494,0.006982803,390.1569,0.2128361,-0.5084758,0.1308108,-0.07285768,0.8823678,0.1526695,168.8838,-2.015809,392.5584,4600,110.5504,0,3,False
173.0285,0.03908563,386.1065,0.2241225,-0.4450212,0.1162606,-0.07404282,0.9137732,0.168248,168.5828,-2.014825,389.1943,4615,110.8804,0,3,False
171.8038,-0.0326066,381.8148,0.2314018,-0.3323855,0.08507982,-0.06086575,0.9332284,0.165417,168.3101,-2.015564,385.9982,4629,111.2104,0,3,False
169.5168,-0.2584515,377.1669,0.2254261,-0.1445341,0.03441292,-0.05408917,0.9483213,0.1582267,168.0271,-2.016623,382.5633,4644,111.5404,0,3,False
166.7794,-0.6141613,373.6602,0.1990414,0.05916168,-0.01205096,-0.05860766,0.9667104,0.1655539,167.7642,-2.016205,379.43,4658,111.8704,0,3,False
164.0559,-1.099419,370.8438,0.1553724,0.2583387,-0.04289257,-0.07744043,0.9871314,0.1399062,167.4533,-2.020947,375.9661,4672,112.2004,0,3,False
162.459,-1.582225,368.4397,0.1143367,0.3764148,-0.04770381,-0.1430093,0.9739429,0.0680712,167.1451,-2.038618,372.7025,4684,112.5304,0,3,False
161.8105,-2.13161,365.4079,0.07474117,0.4097722,-0.03393174,-0.1476927,0.9589214,0.03484221,166.8702,-2.045552,369.4196,4697,112.8604,0,3,False
161.7867,-2.698499,361.7767,0.03606061,0.3825419,-0.01589673,-0.10361,0.952417,-0.001843929,166.6219,-2.045279,366.1279,4709,113.1904,0,3,False
162.2332,-3.268925,357.8654,-0.003493696,0.3164765,6.009584E-05,-0.02215098,0.979533,-0.03373684,166.4084,-2.04006,362.8382,4721,113.5204,0,3,False
163.1913,-3.884221,353.8315,-0.04847854,0.2149448,0.009813003,-0.01992758,0.9678308,-0.02824466,166.153,-2.038071,359.4947,4734,113.8504,0,3,False
164.4866,-4.480639,350.2535,-0.09404327,0.09562078,0.008902206,0.01340867,0.9887781,-0.05613072,165.9207,-2.041942,356.3099,4747,114.1805,0,3,False
166.008,-5.061828,346.9134,-0.1387988,-0.04063663,-0.005201767,-0.009281927,0.9378569,0.001427762,165.7236,-2.035679,352.9169,4763,114.5105,0,3,False
167.2601,-5.492723,344.1457,-0.1702022,-0.1610242,-0.02736653,0.01077206,0.911864,-0.008435473,165.4901,-2.041238,349.7034,4778,114.8405,0,3,False
168.1232,-5.781165,341.4635,-0.1884336,-0.2591958,-0.05076287,0.01878431,0.9931472,-0.04268925,165.1938,-2.041809,346.3698,4792,115.1705,0,3,False
168.5063,-5.927395,338.6225,-0.1954976,-0.3212291,-0.06748059,0.0549678,0.9561514,-0.2060356,164.9406,-2.073041,343.0076,4807,115.5005,0,3,False
168.43,-5.953339,335.5351,-0.1959333,-0.3389046,-0.0724391,0.05925497,0.9285724,-0.228785,164.7107,-2.080803,339.7489,4821,115.8305,0,3,False
167.922,-5.874151,332.0782,-0.1918194,-0.3120316,-0.06507805,0.0652724,0.9365466,-0.2161283,164.468,-2.078463,336.5505,4836,116.1605,0,3,False
166.9515,-5.67395,328.2087,-0.1805749,-0.2439177,-0.04725048,0.05835906,0.9382783,-0.2217428,164.2102,-2.078538,333.2397,4851,116.4905,0,3,False
165.5182,-5.330869,324.2952,-0.1579542,-0.1423344,-0.02383272,0.04047514,0.9634938,-0.1995184,163.9399,-2.071839,329.9508,4865,116.8205,0,3,False
163.6512,-4.825994,320.5354,-0.1207571,-0.01526552,-0.002307356,0.02837893,0.9773705,-0.1811518,163.6634,-2.066079,326.6005,4879,117.1505,0,3,False
161.7321,-4.239133,317.3885,-0.07567026,0.1120526,0.008835077,0.01243276,0.9896599,-0.1428944,163.3956,-2.057776,323.4129,4892,117.4805,0,3,False
159.9204,-3.592876,314.5534,-0.02658515,0.2335016,0.007468977,0.005762575,0.9926002,-0.09411573,163.1252,-2.048754,320.0923,4905,117.8105,0,3,False
158.5454,-2.974537,311.9575,0.01801675,0.3290596,-0.005149612,0.0008714707,0.9895013,-0.05527618,162.8616,-2.042499,316.7924,4917,118.1405,0,3,False
157.6516,-2.383905,309.2721,0.05829849,0.391847,-0.02401101,-0.007654818,0.9789858,0.000369549,162.5969,-2.034498,313.4753,4930,118.4705,0,3,False
157.2236,-1.784479,306.2514,0.09850351,0.4156625,-0.04532405,-0.01588929,0.9670916,0.05476223,162.3332,-2.027415,310.1291,4943,118.8005,0,3,False
157.2784,-1.22642,302.9141,0.1390008,0.3930704,-0.05977971,-0.01780027,0.9665896,0.06415443,162.0856,-2.026451,306.909,4955,119.1305,0,3,False
157.74,-0.7409053,299.35,0.1783017,0.3320875,-0.06369756,-0.01880606,0.9691643,0.06618073,161.8447,-2.026062,303.7684,4967,119.4605,0,3,False
156.9107,-0.278923,296.1909,0.2154933,0.298308,-0.06933526,-0.01050405,0.9642932,0.08209021,160.5162,-2.024302,300.6776,4981,119.7905,0,3,False
155.0502,0.03746462,293.8828,0.2416054,0.2782519,-0.0728453,0.01692852,0.9659672,0.1034376,158.3112,-2.021504,298.345,4992,120.1205,0,3,False
153.5586,0.246511,291.1969,0.2630292,0.2137053,-0.0602461,0.03601339,0.9715984,0.1205151,156.0424,-2.01898,295.9291,5005,120.4505,0,3,False
152.2672,0.3298044,288.5038,0.2742646,0.1318472,-0.03805121,0.04227906,0.9791241,0.1438507,153.799,-2.016368,293.529,5018,120.7805,0,3,False
150.9458,0.3043473,285.8809,0.2743347,0.05150768,-0.01475284,0.0403824,0.9844895,0.1576968,151.5383,-2.0155,291.1,5031,121.1105,0,3,False
149.4017,0.1894023,283.3587,0.2650239,-0.007993847,0.00222151,0.04983759,0.9861695,0.1516003,149.2864,-2.01723,288.6776,5044,121.4405,0,3,False
147.3021,-0.01637292,280.6968,0.2477657,-0.0303123,0.007766128,0.04580653,0.987068,0.1411119,146.906,-2.018172,286.1196,5058,121.7705,0,3,False
144.5448,-0.2500994,278.2509,0.2286841,0.0194447,-0.003914624,0.04379867,0.9878455,0.1334284,144.7503,-2.019153,283.8019,5071,122.1005,0,3,False
140.7024,-0.5444989,276.0366,0.2025733,0.1524718,-0.03124317,0.04165725,0.9890969,0.1069404,142.545,-2.021926,281.4302,5082,122.4305,0,3,False
137.4622,-0.9474216,274.0286,0.1654055,0.2903815,-0.0509146,0.02190395,0.9856577,0.073542,140.9879,-2.025938,278.7902,5095,122.7605,0,3,False
138.1218,-1.374108,270.9171,0.1328572,0.3053128,-0.0437937,-0.01244914,0.9914681,0.05458937,141.9968,-2.029014,275.7139,5107,123.0905,0,3,False
138.5755,-1.779321,267.9465,0.1018634,0.3431327,-0.03830393,-0.02349289,0.9900146,0.04524593,142.9765,-2.030571,272.5506,5120,123.4205,0,3,False
139.4112,-2.151933,264.7657,0.07546487,0.3453183,-0.02815583,-0.04016429,0.9896094,0.02729095,143.9082,-2.033597,269.4393,5133,123.7505,0,3,False
141.0109,-2.558846,260.8382,0.04772024,0.2864225,-0.01453794,-0.04402184,0.992472,0.008903511,144.8979,-2.035726,266.0711,5147,124.0805,0,3,False
142.8852,-2.887949,257.2423,0.02463315,0.202026,-0.005292584,-0.03986563,0.99628,-0.002651721,145.7784,-2.037232,263.0561,5159,124.4105,0,3,False
145.2082,-3.193803,253.5775,0.002282615,0.09316586,-0.0001911403,-0.01484947,0.9997411,-0.01633136,146.7222,-2.038345,259.8331,5172,124.7405,0,3,False
147.4467,-3.415977,250.4028,-0.01434388,-0.009347491,4.603388E-05,0.02431199,0.9846769,-0.01941427,147.6281,-2.039464,256.7831,5185,125.0705,0,3,False
149.5303,-3.555683,247.2258,-0.02471809,-0.09524051,-0.002115906,0.03850661,0.97988,-0.01260814,148.5874,-2.037842,253.4843,5199,125.4005,0,3,False
150.9288,-3.581749,244.1632,-0.02652864,-0.1327956,-0.003515027,0.04272136,0.9757445,-0.01440408,149.5037,-2.038227,250.3075,5213,125.7305,0,3,True
150.9288,-3.581749,244.1632,-0.02652331,-0.1327974,-0.003554998,0.03754166,0.973372,-0.0207052,149.5042,-2.039069,250.3039,5226,126.0605,0,3,True
150.9288,-3.581749,244.1632,-0.02652331,-0.1327974,-0.003554998,0.03982138,0.975708,-0.02763522,149.5025,-2.040494,250.3004,5239,126.3905,0,3,True
150.9288,-3.581749,244.1632,-0.02652331,-0.1327974,-0.003554998,0.04249035,0.9769638,-0.04139298,149.5021,-2.042378,250.298,5253,126.7205,0,3,True
150.9288,-3.581749,244.1632,-0.02652331,-0.1327974,-0.003554998,0.04177268,0.977496,-0.05080584,149.5012,-2.043881,250.2963,5267,127.0505,0,3,True
151.1616,-3.573107,243.2671,-0.02588368,-0.1311571,-0.003452154,0.03586963,0.9786963,-0.05740688,149.7527,-2.04468,249.4056,5282,127.3805,0,4,False
148.8737,-3.511613,239.8251,-0.02149056,0.0420449,0.0008078774,0.02824852,0.9877321,-0.0631032,149.7256,-2.045249,246.1395,5295,127.7105,0,4,False
146.0401,-3.352377,237.3313,-0.009202872,0.2641507,0.002667774,0.02625357,0.9912828,-0.06408281,149.7119,-2.045177,242.7236,5308,128.0405,0,4,False
145.0358,-3.142794,234.9536,0.005726049,0.3532936,-0.002129364,0.02477518,0.9934583,-0.06165476,149.7061,-2.044846,239.6028,5321,128.3705,0,4,False
145.2322,-2.867319,231.3304,0.02534909,0.3363812,-0.008527796,0.04143044,0.9979439,-0.04531052,149.6987,-2.041967,236.1205,5335,128.7005,0,4,False
145.8962,-2.582561,227.7317,0.0464015,0.27936,-0.01270588,0.03602774,0.9923234,-0.04062658,149.6841,-2.040945,232.9705,5348,129.0305,0,4,False
147.1447,-2.208262,223.7078,0.07517883,0.1788846,-0.01299171,0.02410723,0.9933273,-0.0383893,149.6858,-2.040464,229.513,5362,129.3605,0,4,False
148.659,-1.814555,220.2701,0.1059458,0.06287619,-0.006419201,0.00817858,0.9996561,-0.01753939,149.7041,-2.037828,226.3781,5375,129.6905,0,4,False
150.3976,-1.378098,217.0614,0.1392467,-0.07001812,0.009634388,0.0119479,0.9988437,0.01898045,149.7239,-2.032759,223.0544,5388,130.0205,0,4,False
151.9021,-0.9825628,214.3252,0.1671623,-0.1916941,0.03260071,0.009188667,0.9918305,0.03164454,149.7414,-2.030715,219.7835,5402,130.3505,0,4,False
152.9776,-0.6513429,211.766,0.1879429,-0.2886519,0.05717338,0.02440703,0.98301,0.05318891,149.7592,-2.02862,216.5041,5416,130.6805,0,4,False
153.5803,-0.3769944,209.0656,0.2039211,-0.3517761,0.07828028,0.0123274,0.9745796,0.06332193,149.7736,-2.02739,213.1811,5430,131.0105,0,4,False
153.7259,-0.1382523,206.0258,0.2196116,-0.3730897,0.09135074,0.01420892,0.96992,0.05610412,149.7854,-2.028284,209.8436,5444,131.3405,0,4,False
153.4301,0.05673027,202.5861,0.2370422,-0.3471043,0.09110849,0.008545649,0.9711844,0.05461874,149.7926,-2.028986,206.5473,5458,131.6705,0,4,False
152.7618,0.1823981,198.923,0.252812,-0.2828045,0.07756957,0.0009361593,0.9741461,0.05206117,149.797,-2.029056,203.3202,5472,132.0005,0,4,False
151.6634,0.2353442,194.9163,0.2640824,-0.1814643,0.05066412,-0.01072506,0.9840516,0.07443123,149.7938,-2.025222,199.8676,5487,132.3306,0,4,False
150.2945,0.1747861,191.1617,0.2632383,-0.06204861,0.01730092,-0.01361529,0.99125,0.08845624,149.7873,-2.023939,196.5146,5502,132.6606,0,4,False
148.8041,-0.01837373,187.7794,0.247221,0.06299446,-0.01575337,-0.02507245,0.9949358,0.09700868,149.7826,-2.02383,193.244,5515,132.9906,0,4,False
147.3527,-0.3403039,184.7018,0.217468,0.1830044,-0.04151921,-0.02591195,0.9933951,0.09793349,149.7847,-2.023951,189.9569,5529,133.3206,0,4,False
146.1784,-0.7569783,181.8949,0.1801165,0.2810782,-0.05409902,-0.03597787,0.9846819,0.1005335,149.7818,-2.024374,186.7436,5543,133.6506,0,4,False
145.3491,-1.271594,178.9553,0.1380302,0.3512848,-0.052872,-0.05352193,0.9758503,0.09672663,149.7774,-2.026011,183.3947,5557,133.9806,0,4,False
144.9896,-1.843982,175.8009,0.09602303,0.3793888,-0.03968241,-0.06430627,0.974486,0.08724785,149.7809,-2.027932,180.0951,5571,134.3106,0,4,False
140.0177,-2.412732,178.6072,0.04786148,0.6030939,-0.03763025,-0.037503,0.8749843,0.08844512,146.3553,-2.02934,180.0091,5584,134.6406,0,4,False
136.3915,-3.048924,179.2849,0.009323999,0.6477869,-0.009314548,-0.01676981,0.7776704,0.07149786,142.7906,-2.030423,180.0073,5598,134.9706,0,4,False
133.4613,-3.712605,178.2985,-0.02960595,0.5897019,0.02147001,-0.0032736,0.7494091,0.02514274,139.5442,-2.033503,180.0041,5610,135.3006,0,4,False
130.8719,-4.395933,176.7246,-0.07687667,0.4773426,0.04291963,-0.006215643,0.7934567,-0.04868511,136.0895,-2.041674,179.9769,5623,135.6306,0,4,False
128.5289,-4.916927,175.6525,-0.1176319,0.3775611,0.04984036,-0.01354494,0.870349,-0.1075673,132.7388,-2.051613,179.9269,5636,135.9606,0,4,False
125.6626,-5.326628,175.3535,-0.1496798,0.3383714,0.05484122,0.0261758,0.9123805,-0.1647373,129.4059,-2.061345,179.8697,5649,136.2906,0,4,False
122.2692,-5.65233,175.685,-0.171508,0.3674846,0.06920417,0.04343447,0.9167556,-0.1900715,126.2462,-2.066844,179.8289,5661,136.6206,0,4,False
118.3991,-5.874618,176.398,-0.181705,0.4332447,0.08959895,0.02541137,0.904665,-0.1838212,122.9141,-2.06584,179.8018,5675,136.9506,0,4,False
114.315,-5.957067,177.5167,-0.1764154,0.525659,0.1124271,-0.01361232,0.8661236,-0.1832253,119.4735,-2.06439,179.7856,5689,137.2806,0,4,False
110.6372,-5.89693,178.8601,-0.1581493,0.621105,0.1294574,-0.05369946,0.8152584,-0.1636808,116.2578,-2.063203,179.7758,5701,137.6106,0,4,False
107.0993,-5.704996,180.4513,-0.1291912,0.7184175,0.1381,-0.0768911,0.7459773,-0.1443942,112.8941,-2.061619,179.7651,5714,137.9406,0,4,False
104.0299,-5.394457,181.9712,-0.09640236,0.8000802,0.1335369,-0.09231748,0.6447942,-0.1190712,109.6315,-2.059128,179.76,5726,138.2706,0,4,False
101.1271,-4.967404,183.2741,-0.06440166,0.8635671,0.1147943,-0.08160232,0.5779197,-0.06781542,106.2598,-2.052757,179.7456,5739,138.6006,0,4,False
98.43007,-4.495808,184.0992,-0.04012193,0.9015605,0.08679087,-0.07323708,0.5253006,-0.03094413,103.0908,-2.047931,179.7234,5751,138.9306,0,4,False
95.35712,-3.943512,184.4847,-0.02087012,0.9196431,0.04970741,-0.0770087,0.5215869,-0.02543342,99.75007,-2.047975,179.6857,5764,139.2606,0,4,False
91.86568,-3.36828,184.3387,-0.003701434,0.915498,0.01013894,-0.07759218,0.525027,-0.02750402,96.40919,-2.048254,179.6438,5777,139.5906,0,4,False
88.0369,-2.806763,183.6992,0.01535062,0.890477,-0.02728384,-0.0676433,0.5327542,-0.02677607,93.05766,-2.046539,179.6014,5790,139.9206,0,4,False
84.36929,-2.264651,182.6576,0.03899014,0.8464079,-0.0605777,-0.06422105,0.6285827,-0.04074981,89.92924,-2.046526,179.5491,5802,140.2506,0,4,False
80.71796,-1.677581,181.1653,0.07304598,0.7769841,-0.09087117,-0.05737904,0.7218018,-0.04506391,86.66698,-2.045886,179.4886,5815,140.5806,0,4,False
81.59093,-1.095357,172.9518,0.1435127,0.4514264,-0.07406796,-0.03516405,0.9097523,-0.04529579,86.54868,-2.043592,176.2327,5828,140.9106,0,4,False
84.84666,-0.6127617,167.4787,0.1970446,0.1492064,-0.03132707,-0.04227164,0.9941754,0.07404797,86.68539,-2.026406,172.8938,5842,141.2406,0,4,False
87.65415,-0.2584736,164.0277,0.2272994,-0.08205904,0.01832864,-0.08058094,0.9835327,0.1360163,86.74777,-2.018509,169.4998,5857,141.5706,0,4,False
89.23518,-0.06252956,161.4969,0.2376971,-0.2228553,0.05544805,-0.09187207,0.9596757,0.1730155,86.76242,-2.013539,166.3618,5871,141.9006,0,4,False
90.03597,0.03313875,158.5932,0.2392498,-0.304508,0.07910784,-0.09475679,0.9440557,0.1867028,86.74996,-2.011599,162.8944,5887,142.2306,0,4,False
90.00168,0.02351308,155.4482,0.2382502,-0.3053953,0.07958483,-0.08875337,0.9359267,0.1864847,86.72811,-2.011974,159.7613,5901,142.5606,0,4,False
88.87859,-0.1135306,151.2732,0.2343954,-0.2034034,0.05101632,-0.09142098,0.9344095,0.1771089,86.69064,-2.013123,156.3086,5916,142.8906,0,4,False
86.94104,-0.386075,147.5179,0.2174712,-0.04259846,0.009909183,-0.0611136,0.9666578,0.1414925,86.64032,-2.017527,153.1859,5929,143.2206,0,4,False
84.48053,-0.8136532,144.264,0.1813561,0.1507716,-0.02853876,-0.03530306,0.9931093,0.09704214,86.56553,-2.022678,149.8461,5943,143.5506,0,4,False
82.57556,-1.293776,141.6832,0.138773,0.304605,-0.04566946,-0.03330695,0.9798684,0.06196871,86.50009,-2.028979,146.518,5957,143.8806,0,4,False
77.46082,-1.80245,144.0726,0.08570218,0.5930958,-0.0641675,-0.02294015,0.8707253,0.07947875,83.69776,-2.029229,145.5713,5971,144.2106,0,4,False
73.91372,-2.358475,146.282,0.04355086,0.7353213,-0.04820112,-0.01515008,0.7431573,0.08639352,80.35748,-2.029463,145.3657,5984,144.5406,0,4,False
70.60203,-2.94311,146.9498,0.01226434,0.7821158,-0.0171576,-0.00891101,0.6532401,0.08958971,76.87049,-2.029758,145.1566,5998,144.8706,0,4,False
67.30531,-3.522055,146.5025,-0.01489097,0.7723718,0.01661084,-0.006908033,0.6024898,0.08922161,73.57551,-2.030759,144.9464,6011,145.2006,0,4,False
64.03931,-4.122182,145.3459,-0.04667138,0.7253608,0.04857512,-0.028155,0.628947,0.04987402,70.33972,-2.0355,144.7164,6024,145.5306,0,4,False
60.77401,-4.758879,143.6496,-0.08806502,0.6427744,0.07495721,-0.05655355,0.7256869,-0.08282572,66.84608,-2.050102,144.4368,6038,145.8606,0,4,False
58.03226,-5.2752,141.9981,-0.1290116,0.547062,0.08665302,-0.05610763,0.8072523,-0.1459568,63.53648,-2.060773,144.1589,6052,146.1906,0,4,False
55.57851,-5.636966,140.6629,-0.1623638,0.4557485,0.08599952,-0.04539866,0.8569015,-0.175848,60.33606,-2.066454,143.8961,6066,146.5206,0,4,False
52.97088,-5.860511,139.677,-0.1852927,0.380506,0.07910179,-0.03314567,0.8864318,-0.1829733,57.00777,-2.068184,143.6311,6079,146.8506,0,4,False
50.031,-5.952261,139.0837,-0.1957187,0.3397115,0.07276914,-0.02094582,0.8985008,-0.1899905,53.65068,-2.068951,143.3686,6093,147.1806,0,4,False
46.72535,-5.930134,138.8737,-0.1938708,0.3446542,0.07264864,-0.02313214,0.8968113,-0.1960665,50.39947,-2.070463,143.1222,6107,147.5106,0,4,False
43.0045,-5.800625,139.0271,-0.1806005,0.391823,0.07793471,-0.03024338,0.8923416,-0.1946807,47.16372,-2.070306,142.8817,6121,147.8406,0,4,False
38.92619,-5.537915,139.6044,-0.1547469,0.473432,0.08370619,-0.03862546,0.8838776,-0.187162,43.85148,-2.069041,142.6383,6134,148.1706,0,4,False
34.98865,-5.139717,140.5988,-0.1186665,0.5713856,0.08317009,-0.04688575,0.8612364,-0.1627382,40.65823,-2.064251,142.4128,6148,148.5006,0,4,False
31.1046,-4.572763,142.0211,-0.0742482,0.6787568,0.06914908,-0.04744817,0.8015665,-0.1195936,37.26401,-2.054746,142.1845,6163,148.8306,0,4,False
27.89081,-3.958498,143.44,-0.0347756,0.7677296,0.04266241,-0.04667395,0.7233548,-0.08537591,34.05301,-2.048594,141.9743,6177,149.1606,0,4,False
24.90642,-3.303732,144.6791,-0.002492768,0.8382353,0.00546329,-0.03496266,0.6418473,-0.03375244,30.65454,-2.04204,141.7427,6191,149.4906,0,4,False
22.18006,-2.704906,145.4211,0.01912541,0.8811706,-0.03390626,0.02415457,0.5709473,0.01860467,27.37359,-2.03075,141.5052,6206,149.8206,0,4,False
19.36098,-2.128704,145.6685,0.03550405,0.901448,-0.07425191,0.05740437,0.5280094,0.08208473,24.1136,-2.022582,141.2652,6220,150.1507,0,4,False
16.24886,-1.543003,145.4106,0.05351896,0.9000939,-0.1150559,0.0652677,0.5132546,0.1149684,20.85702,-2.020326,141.0222,6234,150.4807,0,4,False
12.89567,-1.019817,144.6642,0.07681935,0.8770002,-0.1487287,0.06483351,0.5172564,0.1181081,17.69723,-2.020176,140.7833,6248,150.8107,0,4,False
9.048321,-0.5167751,143.3622,0.1106857,0.8275908,-0.175143,0.06451955,0.5578285,0.1182353,14.23239,-2.020175,140.5137,6263,151.1407,0,4,False
5.472216,-0.1246104,141.7514,0.1495875,0.7569026,-0.1863634,0.08470824,0.6421359,0.101912,10.92271,-2.018831,140.2415,6278,151.4707,0,4,False
2.353184,0.1418753,140.0701,0.187066,0.6724111,-0.1820797,0.1067792,0.7390281,0.06806792,7.794188,-2.019581,139.9816,6292,151.8007,0,4,False
-0.6808224,0.2996042,138.3203,0.2204867,0.5715124,-0.1632243,0.1153658,0.7987627,0.07901756,4.425298,-2.018898,139.7163,6307,152.1307,0,4,False
-3.279902,0.3309696,136.9186,0.2399309,0.4800486,-0.1384088,0.1288758,0.8570313,0.1151279,1.308988,-2.016711,139.4718,6321,152.4607,0,4,False
-4.56517,0.263114,134.2753,0.2559335,0.3187377,-0.08983304,0.1217421,0.920908,0.1499516,-1.250149,-2.015185,138.3908,6336,152.7907,0,4,False
-1.47125,0.1133785,129.6738,0.2585651,0.02727073,-0.007266834,0.07613885,0.9751796,0.1842482,-1.199417,-2.014523,135.043,6350,153.1207,0,4,False
0.257926,-0.1191099,126.2858,0.2372875,-0.1284095,0.03191233,0.0445446,0.979777,0.1879204,-1.218545,-2.015156,131.5873,6366,153.4507,0,4,False
0.1702082,-0.3651078,123.0686,0.2173484,-0.1301192,0.02986589,0.03015279,0.9745692,0.1799529,-1.281695,-2.016332,128.5016,6381,153.7807,0,4,False
-1.316628,-0.7184114,119.2997,0.1910715,-0.02006545,0.004312159,0.02307742,0.9707157,0.1644515,-1.383059,-2.018315,125.1123,6397,154.1107,0,4,False
-5.512002,-1.147015,117.4095,0.1528161,0.2371668,-0.03802865,0.03029829,0.9939666,0.1022634,-2.432662,-2.023494,122.6249,6412,154.4407,0,4,False
-12.16322,-1.575901,121.4118,0.09753135,0.6119024,-0.07717662,0.004323557,0.8831062,0.07288071,-5.987869,-2.027724,122.5682,6427,154.7707,0,4,False
-15.52504,-1.962251,124.6798,0.0569222,0.793775,-0.07594982,0.003403086,0.7080839,0.09247318,-9.435924,-2.028485,122.5813,6442,155.1007,0,4,False
-18.29618,-2.340911,125.9597,0.03397535,0.8559139,-0.05691352,0.004439931,0.5969101,0.1098235,-12.72783,-2.028919,122.5773,6457,155.4307,0,4,False
-21.62268,-2.712137,126.0214,0.01921026,0.8618286,-0.03322258,0.003669571,0.5523897,0.1054525,-16.1067,-2.02993,122.5439,6472,155.7607,0,4,False
-25.18993,-3.035515,125.3754,0.007678906,0.8362606,-0.01187506,-0.02397616,0.5586727,0.06797289,-19.3918,-2.03469,122.4944,6487,156.0907,0,4,False
-28.79033,-3.30437,124.3315,-0.003574808,0.7911152,0.004803348,-0.03589858,0.6063983,0.004446274,-22.67405,-2.040242,122.4265,6502,156.4207,0,4,False
-32.31027,-3.494894,123.2128,-0.01347416,0.739387,0.01512228,-0.03919727,0.6962126,-0.05772718,-26.02958,-2.046747,122.3425,6517,156.7507,0,4,False
-35.54526,-3.579729,122.4509,-0.0188371,0.7028824,0.01879425,-0.002320193,0.7648163,-0.08547363,-29.24246,-2.046449,122.2614,6531,157.0807,0,4,False
-37.40738,-3.58229,122.2683,-0.01926408,0.6949877,0.01863311,0.0125426,0.7969274,-0.0894473,-31.10146,-2.045625,122.2164,6545,157.4107,0,4,True
-37.40738,-3.58229,122.2683,-0.01926408,0.6949877,0.01863311,0.007450651,0.7877408,-0.09779666,-31.10323,-2.046755,122.2163,6560,157.7407,0,4,True
-37.40738,-3.58229,122.2683,-0.01926408,0.6949877,0.01863311,-0.01150791,0.7693785,-0.08966386,-31.10686,-2.046876,122.2274,6574,158.0707,0,4,True
-37.40738,-3.58229,122.2683,-0.01926408,0.6949877,0.01863311,-0.0198183,0.7654106,-0.08520115,-31.10739,-2.046925,122.2327,6590,158.4007,0,4,True
-37.40738,-3.58229,122.2683,-0.01926408,0.6949877,0.01863311,-0.02842693,0.7601119,-0.08542454,-31.10807,-2.047757,122.2344,6605,158.7307,0,4,True
