X Targetposition, Y Targetposition,Z Targetposition,X Targetrotation,Y Targetrotation,Z Targetrotation,X Rotation,Y Rotation,Z Rotation,X position,Y position,Z position,FramesFromStart,TimeFromStart,VIMS Scale,VIMS Count,ISwait
175.9641,-3.411104,126.4666,-0.01151971,-0.5088667,-0.007980777,0.0528724,-0.8202396,0.004566262,170.4733,-2.029716,129.8813,2066,50.1601,0,1,False
179.8409,-4.033771,127.9184,-0.0481007,-0.6004521,-0.03703164,-0.03529463,-0.7642159,0.03586613,173.85,-2.039962,129.9659,2081,50.4901,0,1,False
183.2862,-4.645344,129.6664,-0.07651537,-0.6950212,-0.07477427,-0.07813901,-0.6639969,0.04854215,177.1503,-2.046865,130.0546,2096,50.8201,0,1,False
186.2984,-5.191535,131.4454,-0.09204135,-0.780206,-0.1170715,-0.08590018,-0.5314072,0.06127116,180.4986,-2.049895,130.1452,2111,51.1501,0,1,False
188.9577,-5.594156,132.8972,-0.09345056,-0.8439581,-0.1542602,-0.09903871,-0.421568,0.07649196,183.8468,-2.055302,130.2279,2126,51.4801,0,1,False
191.5123,-5.834167,133.8581,0.0869825,0.8835154,0.1793941,-0.09390903,-0.4238611,0.06736317,187.1073,-2.053794,130.2921,2141,51.8101,0,1,False
194.2212,-5.942481,134.3733,0.08018744,0.9031419,0.191949,-0.1154913,-0.4255629,0.06427142,190.2858,-2.055265,130.3592,2155,52.14011,0,1,False
192.245,-5.941745,138.5578,0.02682848,0.969823,0.2062282,-0.1310972,-0.1878373,0.02396646,190.8648,-2.05502,133.1066,2170,52.47011,0,1,False
190.1497,-5.830427,142.0666,-0.007895153,0.9793529,0.1989148,-0.1383536,0.008982033,0.0006435178,190.5893,-2.055998,136.4181,2183,52.80011,0,1,False
189.5225,-5.602789,145.2884,-0.01552706,0.9803576,0.1803726,-0.1262335,0.09240054,-0.01641968,190.3985,-2.053594,139.5954,2194,53.13011,0,1,False
189.8541,-5.219496,148.7829,-0.007845502,0.9875095,0.1508857,-0.1215598,0.1548352,-0.02522058,190.2481,-2.052919,142.8795,2206,53.46011,0,1,False
190.8217,-4.694472,152.2161,0.003768459,0.9931892,0.1106657,-0.09716503,0.1009307,-0.02715262,190.1441,-2.047275,146.144,2218,53.79012,0,1,False
192.1216,-4.051041,155.4986,0.009228827,0.9879935,0.06131196,-0.06244122,0.009162351,-0.01476476,190.0601,-2.04087,149.5437,2232,54.12012,0,1,False
193.2495,-3.434492,158.2624,0.004639389,0.9715226,0.01505935,-0.04382941,-0.1049659,-0.00237899,189.9904,-2.03777,152.7265,2245,54.45012,0,1,False
194.1084,-2.806539,161.0813,-0.008832064,0.9478889,-0.03004628,-0.01875641,-0.1735619,0.006349141,189.9101,-2.032879,156.1397,2259,54.78012,0,1,False
194.5036,-2.23491,163.8574,-0.02636316,0.92854,-0.06944639,0.03151258,-0.21198,-0.002382783,189.8285,-2.024871,159.3807,2272,55.11012,0,1,False
194.458,-1.64853,166.9418,-0.04453243,0.9200596,-0.1101488,0.0737929,-0.2359652,-0.01282762,189.7447,-2.018513,162.649,2286,55.44012,0,1,False
193.8933,-1.077888,170.548,-0.05494437,0.9279711,-0.1533134,0.1020071,-0.2302956,-0.01895459,189.6548,-2.014942,166.0398,2300,55.77013,0,1,False
192.8951,-0.5921342,174.2491,-0.05285164,0.9448313,-0.1940949,0.1265431,-0.2101543,-0.02660096,189.5663,-2.011765,169.317,2313,56.10013,0,1,False
191.5623,-0.1957145,177.8188,-0.03723586,0.9600194,-0.2301587,0.1589194,-0.06659766,-0.02668358,189.4659,-2.009268,172.5167,2326,56.43013,0,1,False
189.9431,0.1108856,181.3085,-0.007915265,0.9656101,-0.2583383,0.1754393,0.1076211,-0.03462542,189.3571,-2.008949,175.8735,2339,56.76013,0,1,False
188.3722,0.2831938,184.3821,0.027472,0.9570296,-0.2715537,0.1865319,0.2000569,-0.01825688,189.2663,-2.008332,179.153,2351,57.09013,0,1,False
187.027,0.3324885,187.1461,0.06072403,0.9374703,-0.2703846,0.1750778,0.3791465,-0.0186992,189.1697,-2.012014,182.3624,2364,57.42014,0,1,False
185.9458,0.2803185,189.924,0.08634709,0.9125685,-0.2586647,0.1792876,0.4016,-0.02376011,189.0795,-2.013231,185.6993,2377,57.75014,0,1,False
185.2311,0.1364946,192.9007,0.09874601,0.8935156,-0.2411661,0.1710976,0.3662284,-0.02330521,188.9967,-2.014112,189.1094,2389,58.08014,0,1,False
184.9515,-0.06579447,195.9935,0.09580751,0.8920203,-0.2241953,0.1588698,0.3684011,-0.02111992,188.9212,-2.015385,192.2487,2401,58.41014,0,1,False
185.463,-0.3309495,200.1563,0.07179824,0.9236581,-0.2102318,0.1558285,0.3660085,-0.0178585,188.8368,-2.015755,195.6994,2415,58.74014,0,1,False
186.8969,-0.6412184,204.2813,0.03546333,0.9649487,-0.1940375,0.1507791,0.3563216,-0.01922915,188.7584,-2.016684,198.8354,2427,59.07014,0,1,False
189.317,-1.072948,208.252,-0.004834997,0.9861717,-0.1631746,0.1069139,0.2287134,-0.0222346,188.687,-2.01981,202.2831,2440,59.40015,0,1,False
187.7409,-1.49443,209.9467,-0.005726419,0.9906936,-0.1305001,0.08156314,0.164192,0.01306825,186.911,-2.021316,203.7738,2453,59.73015,0,1,False
183.0262,-1.885401,210.0395,0.006282479,0.9925289,-0.1005556,0.05825769,0.2508519,0.05924379,183.5372,-2.023511,203.656,2466,60.06015,0,1,False
178.5357,-2.258589,209.8448,0.01202451,0.9834779,-0.07148653,0.03014333,0.3085279,0.06894386,180.3066,-2.026494,203.602,2478,60.39015,0,1,False
173.7154,-2.638177,209.2198,0.01226238,0.9576537,-0.04218128,0.01244888,0.392967,0.06123036,176.9531,-2.028582,203.5775,2491,60.72015,0,1,False
169.0103,-2.980771,208.1477,0.007288542,0.9130095,-0.01672226,-0.026287,0.4629076,0.03407728,173.5838,-2.034271,203.5808,2504,61.05016,0,1,False
164.8404,-3.258129,206.8215,-0.001237196,0.8550802,0.002202677,-0.04891147,0.5677614,-0.01537241,170.3586,-2.04055,203.5879,2516,61.38016,0,1,False
161.1604,-3.457759,205.5068,-0.01044564,0.7934086,0.01400739,-0.02947572,0.6802239,-0.02868944,167.2039,-2.039197,203.5924,2528,61.71016,0,1,False
157.5392,-3.571603,204.4476,-0.01735635,0.7393299,0.01935984,-0.01400264,0.7434252,-0.03536223,163.7843,-2.037994,203.6126,2540,62.04016,0,1,False
154.6167,-3.577756,204.1065,-0.01836114,0.719833,0.01905441,-0.01645371,0.7677293,-0.03748377,160.8875,-2.037727,203.6389,2553,62.37016,0,1,True
154.6167,-3.577756,204.1065,-0.01836114,0.719833,0.01905441,-0.01842084,0.7640092,-0.0427021,160.8864,-2.038615,203.6391,2566,62.70016,0,1,True
154.6167,-3.577756,204.1065,-0.01836114,0.719833,0.01905441,-0.02257776,0.7388893,-0.04170087,160.8859,-2.038751,203.646,2577,63.03017,0,1,True
154.6167,-3.577756,204.1065,-0.01836114,0.719833,0.01905441,-0.03101095,0.7351527,-0.0451696,160.8844,-2.040085,203.648,2590,63.36017,0,1,True
154.6167,-3.577756,204.1065,-0.01836114,0.719833,0.01905441,-0.03301092,0.7352984,-0.04943978,160.8847,-2.040698,203.6472,2602,63.69017,0,1,True
154.6167,-3.577756,204.1065,-0.01836114,0.719833,0.01905441,-0.03431373,0.7352687,-0.05264415,160.8839,-2.041161,203.6467,2614,64.02017,0,1,True
152.6924,-3.55542,204.6631,-0.01654959,0.7469508,0.01845381,-0.035184,0.7373534,-0.05472324,158.9211,-2.041453,203.6703,2627,64.35017,0,2,False
150.0749,-3.448881,206.8688,-0.008904671,0.8485396,0.01425407,-0.03519376,0.739623,-0.05539677,155.6728,-2.041605,203.7107,2639,64.68018,0,2,False
147.9181,-3.258142,208.6129,-0.0008526173,0.9205047,0.002382098,-0.01243797,0.6778927,-0.04429366,152.3301,-2.037982,203.7651,2652,65.01018,0,2,False
149.0358,-3.011636,212.1665,0.003263662,0.9825922,-0.01559478,0.02740483,0.3591155,-0.002461109,151.0447,-2.028936,205.9311,2665,65.34018,0,2,False
151.5571,-2.740558,215.8518,0.0009170407,0.9993376,-0.0362412,0.040584,0.08296439,0.02704756,151.2338,-2.026299,209.3607,2677,65.67018,0,2,False
152.4154,-2.434164,218.9185,-0.002332441,0.9969059,-0.05921936,0.03869434,-0.05709855,0.02066464,151.4217,-2.027222,212.5862,2690,66.00018,0,2,False
152.1602,-2.017437,222.4484,-0.001335724,0.9956467,-0.0907189,0.03855326,-0.1198276,0.009698118,151.6178,-2.027391,216.2027,2704,66.33018,0,2,False
151.2628,-1.592989,225.5756,0.007166419,0.9907268,-0.122853,0.03348352,-0.06129552,-0.002480053,151.7703,-2.027631,219.4881,2717,66.66019,0,2,False
150.1559,-1.171431,228.4756,0.02425683,0.9752822,-0.1536767,0.05131962,0.1023961,0.0005844733,151.901,-2.025883,222.8021,2730,66.99019,0,2,False
149.2199,-0.8055089,231.1467,0.04621416,0.9504949,-0.1783412,0.07115871,0.2111309,-0.001102701,152.0318,-2.023087,226.0936,2743,67.32019,0,2,False
148.6642,-0.5201759,233.668,0.06649357,0.9253546,-0.1959408,0.1090347,0.2594162,0.02054368,152.1658,-2.018793,229.2109,2755,67.65019,0,2,False
148.4741,-0.2673037,236.5346,0.08281656,0.9062777,-0.211695,0.1442903,0.3006825,0.04487139,152.3071,-2.014148,232.509,2767,67.98019,0,2,False
148.7128,-0.04196572,239.8047,0.08938052,0.9029068,-0.2289449,0.1672568,0.3154905,0.05624548,152.449,-2.011627,235.8431,2780,68.3102,0,2,False
149.3819,0.1257465,243.4698,0.08167264,0.9166878,-0.2465235,0.1684935,0.3074285,0.05343213,152.5903,-2.011775,239.1917,2793,68.6402,0,2,False
150.4262,0.2185934,247.2677,0.06108264,0.938136,-0.2604195,0.1648121,0.283273,0.05366448,152.732,-2.012164,242.4992,2806,68.9702,0,2,False
151.7842,0.225873,250.9735,0.03136581,0.9568486,-0.266259,0.1874632,0.1685115,0.05836738,152.8842,-2.009665,245.7684,2819,69.3002,0,2,False
153.3805,0.10887,254.4978,-0.002702203,0.9659997,-0.2582775,0.1966526,0.04403664,0.03977932,153.0388,-2.011206,249.0679,2833,69.6302,0,2,False
155.0998,-0.1551836,257.8166,-0.03425663,0.9612255,-0.2339716,0.202232,-0.10483,0.02390466,153.1979,-2.012699,252.4848,2847,69.96021,0,2,False
156.5433,-0.5169635,260.6233,-0.05322221,0.9456065,-0.2002191,0.1913834,-0.1947812,0.04002664,153.3433,-2.015007,255.6607,2860,70.29021,0,2,False
157.7101,-0.9835794,263.4325,-0.05876096,0.9255715,-0.159768,0.160769,-0.2685992,0.07452677,153.5003,-2.020002,258.9588,2875,70.62021,0,2,False
158.4702,-1.535043,266.4624,-0.0504519,0.9118215,-0.1170991,0.07443397,-0.3395198,0.09845463,153.6645,-2.033166,262.3368,2888,70.95021,0,2,False
158.6881,-2.131681,269.8899,-0.03263837,0.9167592,-0.07531031,-0.03860862,-0.4022773,0.08037753,153.8107,-2.048122,265.675,2903,71.28021,0,2,False
157.9359,-2.719823,274.0566,-0.01259297,0.9517764,-0.03565794,-0.1095072,-0.3652695,-0.01701855,153.9154,-2.05488,269.0012,2918,71.61021,0,2,False
156.164,-3.35337,278.2113,0.000782192,0.9888809,0.009645811,-0.1581755,-0.3099987,-0.09936967,154.0216,-2.062788,272.2124,2932,71.94022,0,2,False
153.7285,-4.034237,281.6503,-0.00242255,0.9970984,0.0606888,-0.2209806,-0.1231694,-0.109049,154.1192,-2.075496,275.4424,2945,72.27022,0,2,False
151.5285,-4.662287,284.3094,-0.02414313,0.9668531,0.1055552,-0.2853159,0.03522638,-0.09786848,154.229,-2.091456,278.8911,2959,72.60022,0,2,False
150.5313,-5.093038,286.5574,-0.04691865,0.9317616,0.1332886,-0.3097339,0.05195876,-0.06471828,154.3607,-2.096371,282.0144,2972,72.93022,0,2,False
150.534,-5.49469,289.7279,-0.06208717,0.918917,0.1609826,-0.3166499,0.05993851,-0.065518,154.5055,-2.098267,285.4811,2986,73.26022,0,2,False
151.1659,-5.780711,293.3177,-0.0621476,0.9296727,0.1849515,-0.3250374,0.06845887,-0.05122093,154.6442,-2.099795,288.8079,3000,73.59023,0,2,False
152.2059,-5.933992,297.1024,-0.04943086,0.9501242,0.2013658,-0.326071,0.1384724,-0.0680184,154.7666,-2.10166,292.0978,3014,73.92023,0,2,False
153.6192,-5.942598,300.9116,-0.02676316,0.970077,0.2063056,-0.3273225,0.08936773,-0.07291006,154.91,-2.101339,295.4186,3028,74.25023,0,2,False
155.2173,-5.825898,304.3473,-0.001639347,0.9800358,0.1987029,-0.3322316,-0.003053365,-0.07534223,155.0624,-2.101077,298.6074,3041,74.58023,0,2,False
157.0083,-5.568458,307.655,0.02228745,0.9761034,0.1769352,-0.321216,-0.06037418,-0.05466707,155.2203,-2.096897,302.0083,3056,74.91023,0,2,False
163.0678,-5.222199,306.0594,0.06908596,0.8795612,0.1346012,-0.2573056,-0.3963864,0.05459629,157.9065,-2.082971,302.777,3070,75.24023,0,2,False
167.8444,-4.748625,302.3467,-0.08168063,-0.7002937,-0.08075787,-0.1379793,-0.7235097,0.08300915,161.5439,-2.062953,302.73,3086,75.57024,0,2,False
170.8177,-4.227988,300.0459,-0.06233288,-0.5636518,-0.04232182,-0.04851726,-0.8429765,0.06036877,164.9249,-2.047513,302.6981,3101,75.90024,0,2,False
173.5146,-3.690111,299.0637,-0.03041752,-0.4940293,-0.01707959,-0.04357113,-0.8548592,0.05721346,168.09,-2.045549,302.7127,3115,76.23024,0,2,False
176.8208,-3.11938,298.9598,0.00649213,-0.4835855,0.00450677,-0.004672896,-0.8822275,0.03960042,171.481,-2.040975,302.7301,3130,76.56024,0,2,False
180.3988,-2.559918,299.5465,0.04190788,-0.5223136,0.02693137,0.03530772,-0.8779729,-0.03766146,174.7996,-2.026426,302.7678,3145,76.89024,0,2,False
184.1062,-1.965416,300.7145,0.07552733,-0.5941455,0.05708703,0.04702408,-0.8106425,-0.09880569,178.1516,-2.019118,302.8279,3160,77.22025,0,2,False
187.51,-1.375409,302.255,0.1017193,-0.6785774,0.09588277,0.05523492,-0.638598,-0.1341806,181.4317,-2.016576,302.9092,3175,77.55025,0,2,False
190.41,-0.8570054,303.838,0.1154778,-0.7568886,0.1382981,0.01456882,-0.6342151,-0.1330027,184.5931,-2.021538,302.9568,3189,77.88025,0,2,False
193.1847,-0.4210899,305.3142,0.1157848,-0.8245882,0.1810111,0.09977093,-0.7938389,-0.2075604,188.0134,-2.007136,302.9684,3205,78.21025,0,2,False
195.6657,-0.1557784,306.2829,-0.1075279,0.8667088,-0.2105502,0.04488671,-0.6767688,-0.1410272,191.2,-2.015671,303.0056,3219,78.54025,0,2,False
198.5558,-0.001437187,306.8776,-0.09787644,0.891231,-0.2290915,0.08133565,-0.436312,-0.120291,194.6596,-2.017543,303.0903,3235,78.87025,0,2,False
201.6186,0.0407238,307.0325,-0.09512864,0.8962516,-0.234023,0.09857312,-0.4301051,-0.1139212,197.8649,-2.017661,303.1361,3250,79.20026,0,2,False
205.513,-0.0210011,306.4738,-0.1089251,0.8691252,-0.2222481,0.0994789,-0.4473615,-0.1060898,201.1845,-2.017001,303.1723,3265,79.53026,0,2,False
209.9022,-0.2291977,304.8958,0.1332099,-0.7924875,0.1880119,0.1014628,-0.5244943,-0.09262116,204.5856,-2.017766,303.2,3280,79.86026,0,2,False
213.4957,-0.5693235,302.7082,0.1467334,-0.6763406,0.1402548,0.09137943,-0.6415851,-0.07963637,207.7042,-2.019692,303.2201,3294,80.19026,0,2,False
213.8085,-1.030398,307.1084,0.1083072,-0.7515324,0.1265507,0.09734053,-0.4941669,-0.04218213,207.7397,-2.022193,306.4528,3309,80.52026,0,2,False
213.738,-1.520945,311.2842,0.0772907,-0.7955756,0.1027679,0.09001626,-0.4300491,-0.003611667,207.5718,-2.025238,309.8161,3324,80.85027,0,2,False
213.4709,-2.067708,315.5658,0.04660243,-0.8413347,0.07336874,0.0824438,-0.3716553,0.01294537,207.4603,-2.026911,313.136,3339,81.18027,0,2,False
212.8308,-2.64053,320.0463,-0.02033971,0.8925346,-0.03874212,0.02758488,-0.3473168,0.02820504,207.3867,-2.033598,316.4499,3354,81.51027,0,2,False
211.7903,-3.219634,324.5112,-0.0010577,0.9383931,9.323401E-06,-0.03313112,-0.270376,0.01964779,207.3205,-2.041718,319.8051,3369,81.84027,0,2,False
210.3186,-3.825944,328.7395,0.009231394,0.973852,0.04412968,-0.05022004,-0.2150501,0.005748844,207.2628,-2.044127,323.1266,3384,82.17027,0,2,False
208.5798,-4.422065,332.3846,0.007891752,0.991871,0.08967555,-0.08381625,-0.113711,-0.01728122,207.2057,-2.048849,326.3037,3398,82.50027,0,2,False
206.6537,-5.007315,335.6773,-0.007031991,0.9893667,0.1345124,-0.1752636,0.0263142,-0.03462252,207.1439,-2.069675,329.6632,3413,82.83028,0,2,False
204.9853,-5.469775,338.4885,-0.03156808,0.9673821,0.1676439,-0.1386674,0.02822249,0.001719906,207.0989,-2.061366,333.0436,3427,83.16028,0,2,False
203.8608,-5.756871,340.9529,-0.05539947,0.9386656,0.1851106,-0.1829935,0.1596904,-0.08765882,207.0283,-2.070218,336.2143,3440,83.49028,0,2,False
203.1559,-5.918056,343.72,-0.07379044,0.9125142,0.1924047,-0.1511521,0.2917823,-0.1259266,206.9501,-2.072906,339.5994,3454,83.82028,0,2,False
202.9084,-5.955355,346.825,-0.08053046,0.9024312,0.192924,-0.1726737,0.3603105,-0.1884531,206.8935,-2.085458,342.9154,3467,84.15028,0,2,False
203.0757,-5.885672,350.2502,-0.07425339,0.9125513,0.1894467,-0.2149173,0.3089645,-0.1654428,206.8714,-2.089773,346.1202,3480,84.48029,0,2,False
203.6636,-5.697897,354.1483,-0.05705246,0.9377244,0.1797108,-0.2135491,0.2900831,-0.1507484,206.8503,-2.088022,349.4262,3493,84.81029,0,2,False
204.726,-5.363528,358.2221,-0.03257803,0.9677113,0.1589836,-0.1974699,0.2351951,-0.1364008,206.8331,-2.080217,352.771,3507,85.14029,0,2,False
206.1692,-4.891523,362.0091,-0.009745628,0.9893543,0.1254222,-0.1802086,0.1554595,-0.1127187,206.8255,-2.071361,356.0075,3521,85.47029,0,2,False
207.8516,-4.29587,365.4557,0.004860417,0.9950821,0.08032369,-0.1355935,0.06544778,-0.06823636,206.8227,-2.058926,359.2998,3536,85.80029,0,2,False
209.4378,-3.649515,368.4729,0.006543538,0.9828782,0.03117003,-0.05839302,-0.004433596,-0.02095424,206.8173,-2.043655,362.6244,3551,86.13029,0,2,False
210.6326,-3.02304,371.2106,-0.00324682,0.959468,-0.01475817,0.001901547,-0.1283947,0.006062629,206.8099,-2.034595,365.9543,3566,86.4603,0,2,False
211.3332,-2.428194,373.9636,-0.0200687,0.9354522,-0.05624236,0.04396836,-0.2308354,0.01993589,206.7991,-2.029525,369.2982,3581,86.7903,0,2,False
211.5394,-1.87624,376.7452,-0.03816198,0.9212358,-0.09399427,0.08295102,-0.2843646,0.03162659,206.7825,-2.025249,372.4062,3595,87.1203,0,2,False
211.2579,-1.293025,380.1098,-0.05270356,0.9218788,-0.1363179,0.1031709,-0.2828204,0.03674263,206.751,-2.023949,375.7306,3610,87.4503,0,2,False
210.4859,-0.7715502,383.8169,-0.05621256,0.9363682,-0.1782602,0.1338893,-0.2398546,0.02192909,206.7099,-2.019203,379.0718,3625,87.7803,0,2,False
209.2944,-0.3270035,387.5779,-0.04571344,0.9541039,-0.2177251,0.1615583,-0.1753612,0.01151422,206.6643,-2.015368,382.3988,3639,88.11031,0,2,False
207.8784,0.00450778,390.9986,-0.02250928,0.9645002,-0.2485993,0.1852571,-0.08662457,0.01341462,206.6215,-2.012859,385.5736,3653,88.44031,0,2,False
206.2399,0.2379589,394.4076,0.01304499,0.96191,-0.2688031,0.1983549,0.02169509,0.02974873,206.5786,-2.011134,389.0532,3668,88.77031,0,2,False
204.8441,0.3280749,397.2948,0.047996,0.946336,-0.272551,0.2101443,0.1461943,0.04020362,206.5356,-2.009869,392.3053,3682,89.10031,0,2,False
203.6982,0.3082788,400.0835,0.07705549,0.9228949,-0.2640507,0.2210076,0.2185632,0.0369934,206.4925,-2.009237,395.6268,3697,89.43031,0,2,False
202.925,0.2002485,402.8602,0.09404023,0.9017316,-0.2487624,0.2157521,0.2501792,0.01231645,206.4521,-2.010593,398.8749,3711,89.76031,0,2,False
202.5291,0.0186398,405.8686,0.09683495,0.8930004,-0.2313371,0.1935836,0.2864772,-0.00810004,206.4129,-2.014118,402.0853,3726,90.09032,0,2,False
202.7233,-0.2246118,409.6034,0.0817692,0.9106551,-0.2158232,0.1522033,0.3119089,-0.03346324,206.3699,-2.019884,405.4346,3741,90.42032,0,2,False
203.8798,-0.5119193,413.8082,0.04862487,0.951674,-0.2018017,0.1146498,0.2873863,-0.04765712,206.3337,-2.024258,408.6843,3755,90.75032,0,2,False
206.1053,-0.9105551,418.0071,0.007018503,0.9836457,-0.1758187,0.08564226,0.215192,-0.04850603,206.3112,-2.027365,412.095,3771,91.08032,0,2,False
208.6113,-1.357873,421.2199,-0.0233625,0.9769241,-0.1391936,0.05951019,0.08487128,-0.02308651,206.3056,-2.027821,415.4915,3786,91.41032,0,2,False
210.2848,-1.740169,423.5812,-0.03445746,0.9472618,-0.1063702,0.06371725,-0.1094589,0.0006171985,206.3123,-2.027686,418.6083,3800,91.74033,0,2,False
211.0795,-2.120802,426.3318,-0.0313004,0.9239383,-0.07676449,0.04915932,-0.2640903,0.01693244,206.3123,-2.031425,421.9361,3815,92.07033,0,2,False
210.9667,-2.509103,429.8186,-0.01968103,0.930322,-0.04988198,0.00160042,-0.3317178,0.02286595,206.2964,-2.039086,425.2781,3830,92.40033,0,2,False
210.2854,-2.863185,433.7245,-0.008376897,0.9528084,-0.0257213,-0.05430561,-0.3062574,0.03513882,206.265,-2.048241,428.6366,3845,92.73033,0,2,False
209.1786,-3.171437,437.6871,-0.0008397041,0.9772193,-0.003874919,-0.1070133,-0.2295881,0.01385567,206.2195,-2.055222,431.9867,3860,93.06033,0,2,False
207.9073,-3.407604,441.4181,0.001752384,0.9932349,0.01360448,-0.1217631,-0.09794134,-0.004448034,206.1648,-2.056755,435.3001,3875,93.39034,0,2,False
206.877,-3.543442,444.6879,0.001137786,0.9989288,0.02386377,-0.113895,0.004187459,-0.01693564,206.1131,-2.055373,438.4206,3889,93.72034,0,2,False
206.2887,-3.584689,448.0148,9.010182E-06,0.9996337,0.02698095,-0.1036592,0.08430566,-0.009083096,206.0676,-2.052972,441.7263,3904,94.05034,0,2,False
206.2579,-3.579504,448.6999,-0.0001061006,0.9996384,0.02659212,-0.1048251,0.106166,-0.01081338,206.056,-2.052831,442.4113,3919,94.38034,0,2,True
206.2579,-3.579504,448.6999,-0.0001061006,0.9996384,0.02659212,-0.1091669,0.0768109,-0.006332838,206.0609,-2.053324,442.4118,3933,94.71034,0,2,True
206.2579,-3.579504,448.6999,-0.0001061006,0.9996384,0.02659212,-0.1115788,0.07353105,-0.004336674,206.064,-2.053552,442.4113,3948,95.04034,0,2,True
206.2579,-3.579504,448.6999,-0.0001061006,0.9996384,0.02659212,-0.1155648,0.07325077,-0.006171178,206.0625,-2.054178,442.4112,3963,95.37035,0,2,True
206.2579,-3.579504,448.6999,-0.0001061006,0.9996384,0.02659212,-0.1195679,0.07367997,-0.00687727,206.0629,-2.054659,442.4114,3978,95.70035,0,2,True
206.9064,-3.551746,451.1305,0.001038776,0.9986232,0.02449043,-0.1225698,0.0715798,-0.006187255,206.0411,-2.05535,444.8692,3992,96.03035,0,3,False
209.1801,-3.436911,453.8011,0.003574348,0.9743131,0.01550371,-0.1218282,0.07067282,-0.008499292,206.0098,-2.055139,448.1804,4007,96.36035,0,3,False
210.7866,-3.24089,456.0266,0.0005355198,0.9302057,0.00111573,-0.08519457,-0.0331771,-0.02121619,205.9929,-2.048936,451.5233,4022,96.69035,0,3,False
208.3075,-2.990718,459.1331,-0.00401475,0.9686093,-0.0170324,-0.0571841,-0.06134121,-0.02594358,204.8076,-2.044825,453.5828,4037,97.02036,0,3,False
200.7655,-2.708788,459.6573,0.003586777,0.9963651,-0.03846597,-0.0735871,0.1495468,-0.02841181,201.3786,-2.047885,453.193,4052,97.35036,0,3,False
194.3515,-2.3726,458.0901,0.02147502,0.9435939,-0.06018308,-0.06342631,0.4239098,-0.02315347,198.008,-2.046302,452.8416,4067,97.68036,0,3,False
189.4527,-1.993107,455.7643,0.0480235,0.8538476,-0.07914172,-0.03237812,0.5596344,-0.02069675,194.8342,-2.041685,452.5497,4080,98.01036,0,3,False
185.4181,-1.549819,453.0711,0.08505151,0.7335601,-0.09346601,-0.01201777,0.6756199,-0.0119647,191.4644,-2.038298,452.2784,4094,98.34036,0,3,False
182.3877,-1.12988,450.731,0.1248001,0.608133,-0.09821294,-0.0068745,0.75562,0.006420536,188.1674,-2.035578,452.0375,4108,98.67036,0,3,False
179.9884,-0.7889826,449.0745,0.159288,0.5003044,-0.09513812,-0.0007005557,0.826797,0.03396796,185.0763,-2.03186,451.8185,4120,99.00037,0,3,False
177.3347,-0.4759722,447.881,0.1909834,0.4073494,-0.08842514,0.01619727,0.8754265,0.06907804,181.5976,-2.026863,451.5833,4133,99.33037,0,3,False
176.0735,-0.2321775,445.625,0.2205,0.2781788,-0.06603922,0.02641916,0.9374972,0.09754517,179.068,-2.023301,450.2806,4146,99.66037,0,3,False
176.2546,-0.02377343,442.218,0.2450779,0.128752,-0.03289507,0.01257584,0.9784076,0.1025629,177.646,-2.022839,447.4636,4158,99.99037,0,3,False
175.239,0.1344848,439.3309,0.259529,0.08028087,-0.02165392,0.001896527,0.991087,0.1071058,176.1287,-2.022607,444.5935,4171,100.3204,0,3,False
173.1929,0.2245767,436.4075,0.2662631,0.1093563,-0.03038447,-0.006262615,0.993845,0.1087969,174.4715,-2.022406,441.5452,4184,100.6504,0,3,False
170.76,0.2193263,433.8477,0.2627299,0.1830013,-0.05055262,-0.006693978,0.9922136,0.1050039,172.905,-2.0228,438.7254,4196,100.9804,0,3,False
167.9646,0.08255911,431.4247,0.244792,0.2854278,-0.07525335,0.005209072,0.9684243,0.1145566,171.2489,-2.021451,435.7975,4209,101.3104,0,3,False
163.1103,-0.1841996,432.7469,0.1977583,0.5208925,-0.125262,0.03315896,0.8916373,0.1005183,168.3794,-2.02436,434.8864,4222,101.6404,0,3,False
159.0706,-0.5707471,435.621,0.1386111,0.7143764,-0.1481317,0.05013829,0.8016426,0.1084525,164.9779,-2.024064,434.8852,4235,101.9704,0,3,False
156.1446,-1.035281,437.6249,0.09152144,0.821612,-0.1387162,0.02721967,0.7256709,0.06948794,161.6924,-2.027071,434.8755,4249,102.3004,0,3,False
153.2011,-1.601305,438.7997,0.05668065,0.8787848,-0.1085133,0.03602296,0.6615856,0.05591402,158.2336,-2.028398,434.8538,4264,102.6304,0,3,False
149.9831,-2.189621,439.0346,0.03411019,0.8920921,-0.06981283,0.03265786,0.6282305,0.04913449,154.9348,-2.029041,434.8214,4278,102.9604,0,3,False
146.1835,-2.758153,438.1353,0.01708935,0.8562654,-0.03047635,0.02738141,0.6115991,0.05711125,151.7463,-2.029267,434.7839,4292,103.2904,0,3,False
142.2669,-3.40421,436.1427,-0.009081682,0.7668813,0.009953624,0.008990939,0.6235188,0.02371945,148.4949,-2.033024,434.7353,4307,103.6204,0,3,False
138.9633,-4.122991,433.445,-0.05238492,0.6225716,0.0424464,0.005331172,0.7010418,0.01464032,145.077,-2.035101,434.6704,4322,103.9504,0,3,False
142.9378,-4.71793,425.4978,-0.1102821,0.1880197,0.02235159,0.01104115,0.9292957,-0.0009457055,145.2145,-2.035227,431.1235,4336,104.2804,0,3,False
